Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Variant Image,Variant Weight Unit,Status
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Preto Acetinado","","Lençol Solto","","Casal - 6 Peças","51639753-dark-navy-blue-flat-bed-sheet-us-queen-4pcs","0","","","deny","manual","849.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823800.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Preto Acetinado","","Lençol Solto","","Queen - 6 Peças","51639753-dark-navy-blue-flat-bed-sheet-us-queen-6pcs","0","","","deny","manual","895.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823800.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Preto Acetinado","","Lençol Solto","","King - 6 Peças","51639753-dark-navy-blue-flat-bed-sheet-king-6pcs","0","","","deny","manual","929.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823800.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Preto Acetinado","","Lençol de Elástico","","Viúva - 5 Peças","51639753-dark-navy-blue-fitted-bed-sheet-twin-5pcs","0","","","deny","manual","815.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823800.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Preto Acetinado","","Lençol de Elástico","","Casal - 6 Peças","51639753-dark-navy-blue-fitted-bed-sheet-us-queen-6pcs","0","","","deny","manual","849.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823800.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Preto Acetinado","","Lençol de Elástico","","Queen - 6 Peças","51639753-dark-navy-blue-fitted-bed-sheet-eu-queen-6pcs","0","","","deny","manual","895.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823800.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Preto Acetinado","","Lençol de Elástico","","King - 6 Peças","51639753-dark-navy-blue-fitted-bed-sheet-king-6pcs","0","","","deny","manual","929.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823800.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Rosa","","Lençol Solto","","Viúva - 5 Peças","51639753-2-flat-bed-sheet-twin-5pcs","0","","","deny","manual","815.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823787.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Rosa","","Lençol Solto","","Casal - 6 Peças","51639753-2-flat-bed-sheet-us-queen-4pcs","0","","","deny","manual","849.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823787.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Rosa","","Lençol Solto","","Queen - 6 Peças","51639753-2-flat-bed-sheet-us-queen-6pcs","0","","","deny","manual","895.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823787.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Rosa","","Lençol Solto","","King - 6 Peças","51639753-2-flat-bed-sheet-king-6pcs","0","","","deny","manual","929.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823787.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Rosa","","Lençol de Elástico","","Viúva - 5 Peças","51639753-2-fitted-bed-sheet-twin-5pcs","0","","","deny","manual","815.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823787.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Rosa","","Lençol de Elástico","","Casal - 6 Peças","51639753-2-fitted-bed-sheet-us-queen-6pcs","0","","","deny","manual","849.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823787.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Rosa","","Lençol de Elástico","","Queen - 6 Peças","51639753-2-fitted-bed-sheet-eu-queen-6pcs","0","","","deny","manual","895.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823787.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Rosa","","Lençol de Elástico","","King - 6 Peças","51639753-2-fitted-bed-sheet-king-6pcs","0","","","deny","manual","929.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823787.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Roxo","","Lençol Solto","","Viúva - 5 Peças","51639753-4-flat-bed-sheet-twin-5pcs","0","","","deny","manual","815.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823789.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Roxo","","Lençol Solto","","Casal - 6 Peças","51639753-4-flat-bed-sheet-us-queen-4pcs","0","","","deny","manual","849.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823789.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Roxo","","Lençol Solto","","Queen - 6 Peças","51639753-4-flat-bed-sheet-us-queen-6pcs","0","","","deny","manual","895.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823789.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Roxo","","Lençol Solto","","King - 6 Peças","51639753-4-flat-bed-sheet-king-6pcs","0","","","deny","manual","929.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823789.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Roxo","","Lençol de Elástico","","Viúva - 5 Peças","51639753-4-fitted-bed-sheet-twin-5pcs","0","","","deny","manual","815.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823789.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Roxo","","Lençol de Elástico","","Casal - 6 Peças","51639753-4-fitted-bed-sheet-us-queen-6pcs","0","","","deny","manual","849.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823789.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Roxo","","Lençol de Elástico","","Queen - 6 Peças","51639753-4-fitted-bed-sheet-eu-queen-6pcs","0","","","deny","manual","895.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823789.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Roxo","","Lençol de Elástico","","King - 6 Peças","51639753-4-fitted-bed-sheet-king-6pcs","0","","","deny","manual","929.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823789.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Verde","","Lençol Solto","","Viúva - 5 Peças","51639753-8-flat-bed-sheet-twin-5pcs","0","","","deny","manual","815.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823796.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Verde","","Lençol Solto","","Casal - 6 Peças","51639753-8-flat-bed-sheet-us-queen-4pcs","0","","","deny","manual","849.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823796.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Verde","","Lençol Solto","","Queen - 6 Peças","51639753-8-flat-bed-sheet-us-queen-6pcs","0","","","deny","manual","895.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823796.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Verde","","Lençol de Elástico","","Viúva - 5 Peças","51639753-8-fitted-bed-sheet-twin-5pcs","0","","","deny","manual","815.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823796.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Verde","","Lençol de Elástico","","Casal - 6 Peças","51639753-8-fitted-bed-sheet-us-queen-6pcs","0","","","deny","manual","849.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823796.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Verde","","Lençol de Elástico","","Queen - 6 Peças","51639753-8-fitted-bed-sheet-eu-queen-6pcs","0","","","deny","manual","895.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823796.jpg?v=1762747754","",""
"conjunto-gihng-pure-luxury-pecas-em-100-algodao-egipcio","","","","","","","","","Verde","","Lençol de Elástico","","King - 6 Peças","51639753-8-fitted-bed-sheet-king-6pcs","0","","","deny","manual","929.90","","TRUE","TRUE","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/product-image-1992823796.jpg?v=1762747754","",""
"conjunto-calme-veludo","Conjunto Calme™ de Lençol + Fronhas em Veludo Super Macio","<h3>O CONJUNTO NÚMERO UM EM ACONCHEGO, MACIEZ E BELEZA!</h3>
<div>Este belíssimo conjunto consegue te proporcionar um mix incomparável de conforto e praticidade ao deitar-se... Esqueça aqueles lençóis fininhos e desconfortáveis, que ainda por cima escampam de sua cama todas as noites. O conjunto<strong><span> Calme</span></strong><span> d</span>e lençol e fronhas em veludo será o seu companheiro para deitar-se todas as noites com máximo de conforto.</div>
<div><br></div>
<div><img alt="""" src=""https://cdn.shopify.com/s/files/1/0520/1140/1370/files/conjunto-lencol-veludo-enttada_480x480.gif?v=1678302706""></div>
<div>Um dos mais indicados para o outono e inverno, com este conjunto você irá sentir todo o aconchego que somente o veludo de alta qualidade pode te proporcionar.</div>
<div><br></div>
<h3>PRINCIPAIS CARACTERÍSTICAS E BENEFÍCIOS: </h3>
<div><br></div>
<p><strong>✔️ Instalação Simples, Economize Tempo:</strong></p>
<ul></ul>
<div>
<p>Este lençol se ajusta firmemente a sua cama sem o mínimo de esforço, muito simples e fácil de fazer! Após ser posto você não precisará mais ficar se preocupando em esticar ou desembaraçar o mesmo, obtenha o máximo em praticidade!  </p>
</div>
<p><img alt="""" src=""https://cdn.shopify.com/s/files/1/0520/1140/1370/files/e7f7987a-3c13-4c99-b27f-aa0617b3c316_480x480.jpg?v=1678301934""></p>
<p><strong>✔️ Tecido Super Macio e Quentinho em Veludo:</strong></p>
<ul></ul>
<p>Dê um toque macio e aconchegante à sua cama com nosso conjunto de veludo ultra macio. Nosso lençol clássico é projetado pensando no seu máximo conforto, pois é feito com os melhores fios e acabamento premium, que foi projetado para durar por anos à fio.</p>
<h4><img alt="""" src=""https://cdn.shopify.com/s/files/1/0520/1140/1370/files/S38b19ae2558f45b1b368ad347f0c35a9r_480x480.jpg?v=1678302040""></h4>
<p><strong>✔️ Lençol que Não Embaraça:</strong></p>
<ul></ul>
<p>Este lençol tem a capacidade de se juntar firmemente a sua cama e não embaraçar, perfeito para dormentes inquietos e para crianças pequenas. Seu design profundo de grandes dimensões cobre a parte superior e lateral de seu colchão por inteiro, ficando com uma aparência ainda mais bela.</p>
<p><img alt="""" src=""https://cdn.shopify.com/s/files/1/0520/1140/1370/files/S79c14096293d46d7ab3825054bbc0295J_480x480.jpg?v=1678302028""></p>
<p><strong>✔️ Pode ser lavado na Máquina: </strong></p>
<p>Você poderá lavar e secar o lençol através de todos os métodos convencionais, o tecido é muito durável e seca em pouco tempo em exposição ao ar livre. Recomendamos não alvejar e lavar sempre de maneira separada na maquina. </p>
<p> </p>
<p><strong>✔️ Resistente ao Encolhimento e ao Desbotamento:</strong></p>
<ul></ul>
<p>Nosso lençol é fabricado com tecido forte e durável que mantém a cor e a forma intactos muitos anos. O material de em veludo é processado para torná-lo resistente ao encolhimento após a lavagem e ao desbotamento, o que aumenta a longevidade e durabilidade das peças.  </p>
<p><img src=""https://cdn.shopify.com/s/files/1/0520/1140/1370/files/conjunto-lencol-veludo_480x480.gif?v=1678302749"" alt=""""></p>
<p><strong>NOTAS: </strong></p>
<ul>
<li>Material: Veludo; </li>
<li>Características: Super macio e acolhedor, não embaraça e cobre todo o colchão.</li>
<li>Conteúdo do pacote: 1 lençol + 2 fronhas</li>
</ul>
<p><strong>TAMANHOS E MEDIDAS: </strong></p>
<ul>
<li>Viúva: 120x200cm</li>
<li>Casal: 150x200cm </li>
<li>Queen: 180x200cm</li>
</ul>
<p><img src=""https://cdn.shopify.com/s/files/1/0520/1140/1370/products/S44946f0f3ce2452f9ea304d4a05983335_480x480.jpg?v=1678301975"" alt=""""></p>
<p><br><br></p>
<div data-cel-widget=""aplus-3p-module-b"" data-csa-c-id=""r8my4b-h1nhss-n9k5wo-dzw7yg""></div>","ModernLar","","","","true","Title","Default Title","","","","","14:10#Beige;5:594#Twin-120x200cm-1pcs","0","","","deny","manual","345.90","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/He2558c5a0c7d47bdbef1fd76916c31d8Z.jpg?v=1762747754","1","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/He2558c5a0c7d47bdbef1fd76916c31d8Z.jpg?v=1762747754","","active"
"conjunto-calme-veludo","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/S602fc6c1105c402980c394634aac5922U.jpg?v=1762747754","2","","",""
"conjunto-calme-veludo","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/S79c14096293d46d7ab3825054bbc0295J.jpg?v=1762747754","3","","",""
"conjunto-calme-veludo","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/H38d9b6888c0a4a67a332be32af1a9673x.jpg?v=1762747754","4","","",""
"conjunto-calme-veludo","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/S44946f0f3ce2452f9ea304d4a05983335.jpg?v=1762747754","5","","",""
"conjunto-calme-veludo","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/H7d5d932009144ba4ade582ed12a7063ch.jpg?v=1762747754","6","","",""
"conjunto-calme-veludo","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/H08fd24b1cb9c4cd0b0abb614cb402025F.jpg?v=1762747754","7","","",""
"conjunto-calme-veludo","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/H22995b0fa95d49da8e2ce3b6007600ffi.jpg?v=1762747754","8","","",""
"conjunto-calme-veludo","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/S462077da8eca4fe2b88118504a7990bbr.jpg?v=1762747754","9","","",""
"conjunto-calme-veludo","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/S38b19ae2558f45b1b368ad347f0c35a9r.jpg?v=1762747754","10","","",""
"conjunto-calme-veludo","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/H16dc383a26b14cc49c3f6e92bc2b9284g.jpg?v=1762747754","11","","",""
"conjunto-calme-veludo","","","","","","","","","","","","","","","","","","","","","","","","","https://cdn.shopify.com/s/files/1/0630/7040/4667/files/Hf1608b0c6b9b47df8ebd9c2b65d682d1Z.jpg?v=1762747755","12","","",""
